    301645 ,20250501                      ,TO  ,20250531                      ,              ,                              ,              ,          ,                              ,                    ,     ,             ,                              ,               ,               ,                              ,        ,          ,                    ,          ,          ,           ,
Supplier ID,Supplier Desc                 ,OPCO,OPCO Desc                     ,Customer ID   ,Customer Desc                 ,Market Segment,Address   ,Street                        ,City                ,State,Zip Code     ,Sales Contact                 ,Sales Contact #,Item ID        ,Item Description              ,Brand   ,Item Class,Item Class Desc     ,Pack      ,Size      ,Cost       ,Qty Shp
    301645 ,GALANT FOOD                   ,AZ  ,Vistar Phoenix                ,      10483799,CS-EU HP RIO RANCHO 60299     ,VEND          ,          ,2351 HP WAY NE                ,RIO RANCHO          ,NM   ,87144-2000   ,Danielle Yatsattie            ,5056044304     ,GFO88811       ,Wrap Chicken Bacon Ranch      ,Clara's ,44        ,FROZEN FOODS        ,="12"     ,8 oz      ,32.4       ,1
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033347,CANTEEN C&S VENDING 0100      ,VEND          ,          ,1919 NW 2ND ST WEST DOCK      ,FARIBAULT           ,MN   ,55021-4839   ,Various contacts              ,5073348414     ,GFO10110       ,HandPie Chicken Pot Pie       ,Clara   ,44        ,FROZEN FOODS        ,="12"     ,6 oz      ,132        ,5
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033732,VERSA VEND VENDING - ST CLOUD ,VEND          ,          ,6520 GALAXY RD                ,SAINT CLOUD         ,MN   ,56301        ,MARK LIESER                   ,3202515678     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,79.2       ,4
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033732,VERSA VEND VENDING - ST CLOUD ,VEND          ,          ,6520 GALAXY RD                ,SAINT CLOUD         ,MN   ,56301        ,MARK LIESER                   ,3202515678     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,79.2       ,4
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033732,VERSA VEND VENDING - ST CLOUD ,VEND          ,          ,6520 GALAXY RD                ,SAINT CLOUD         ,MN   ,56301        ,MARK LIESER                   ,3202515678     ,GFO12022       ,Bagel Dog Jalapeno Cheddar    ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,79.2       ,4
    301645 ,GALANT FOOD                   ,CR  ,Vistar Carolina               ,99999999999999,Non Reporting Customer        ,VEND          ,XXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXX,XX   ,999999999    ,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,9999999999     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,CR  ,Vistar Carolina               ,      10257263,M&M VENDING OF THE TRIANGLE   ,VEND          ,          ,5105 DEPARTURE DRIVE          ,RALEIGH             ,NC   ,27609        ,Ron Michael                   ,9196065271     ,GFO12022       ,Bagel Dog Jalapeno Cheddar    ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10351700,OASIS VENDING                 ,VEND          ,          ,2735 W 450 N                  ,LA PORTE            ,IN   ,46350-7506   ,Randy McCullough              ,2193639477     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10536421,CANTEENCONTINENTAL FW-M 1480-2,VEND          ,          ,530 WOLFE DR                  ,FORT WAYNE          ,IN   ,46825-5253   ,Matthew Evans                 ,2484831954     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,79.2       ,4
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10259978,CANTEEN DUBUQUE 5541          ,VEND          ,          ,10554 ROUTE 52 N              ,DUBUQUE             ,IA   ,52001-8905   ,LEE KALE                      ,5632132567     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,396        ,20
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10351700,OASIS VENDING                 ,VEND          ,          ,2735 W 450 N                  ,LA PORTE            ,IN   ,46350-7506   ,Randy McCullough              ,2193639477     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10536421,CANTEENCONTINENTAL FW-M 1480-2,VEND          ,          ,530 WOLFE DR                  ,FORT WAYNE          ,IN   ,46825-5253   ,Matthew Evans                 ,2484831954     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,79.2       ,4
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10027899,EXPRESS VENDING USG           ,VEND          ,          ,940 S STONE AVE               ,LA GRANGE           ,IL   ,60525-2728   ,Carl Gehrke                   ,6302870101     ,GFO12022       ,Bagel Dog Jalapeno Cheddar    ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10192843,CANTEEN OTTO VENDING 1588     ,VEND          ,          ,2513 ELLINGTON ROAD           ,QUINCY              ,IL   ,62305        ,Shelbi Otto Anthony Sawyers   ,2172223343     ,GFO12022       ,Bagel Dog Jalapeno Cheddar    ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,99         ,5
