    301645 ,20250601                      ,TO  ,20250630                      ,              ,                              ,              ,          ,                              ,                    ,     ,             ,                              ,               ,               ,                              ,        ,          ,                    ,          ,          ,           ,
Supplier ID,Supplier Desc                 ,OPCO,OPCO Desc                     ,Customer ID   ,Customer Desc                 ,Market Segment,Address   ,Street                        ,City                ,State,Zip Code     ,Sales Contact                 ,Sales Contact #,Item ID        ,Item Description              ,Brand   ,Item Class,Item Class Desc     ,Pack      ,Size      ,Cost       ,Qty Shp
    301645 ,GALANT FOOD                   ,AZ  ,Vistar Phoenix                ,      10541746,CANDLEWOOD SUITES MESA        ,HOSP          ,          ,1748 S CRISMON RD             ,MESA                ,AZ   ,85209-3878   ,Andrew Fishburn               ,4089081033     ,GFO00008       ,Sandwhich Chorizo Breakfast   ,Clara's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,28.8       ,1
    301645 ,GALANT FOOD                   ,AZ  ,Vistar Phoenix                ,      10527068,NEXT BLOCK VENDING            ,VEND          ,          ,11078 N MNTAIN BREEZE DR      ,TUCSON              ,AZ   ,85737-7063   ,Vivian JFranco de Martin      ,5202735436     ,GFO88811       ,Wrap Chicken Bacon Ranch      ,Clara's ,44        ,FROZEN FOODS        ,="12"     ,8 oz      ,32.4       ,1
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10131256,UP NORTH PLASTICS USG         ,VEND          ,          ,9480 JAMAICA AVE S            ,COTTAGE GROVE       ,MN   ,55016        ,Troy Malmer                   ,6517346268     ,GFO10100       ,HandPie Beef & Cheese         ,Clara   ,44        ,FROZEN FOODS        ,="12"     ,6 oz      ,26.4       ,1
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033783,BREAKTIME BEVERAGE INC     USG,VEND          ,          ,7900 COMPUTER AVE S           ,BLOOMINGTON         ,MN   ,55435        ,Brian Clemens                 ,6512105870     ,GFO10110       ,HandPie Chicken Pot Pie       ,Clara   ,44        ,FROZEN FOODS        ,="12"     ,6 oz      ,52.8       ,2
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10131256,UP NORTH PLASTICS USG         ,VEND          ,          ,9480 JAMAICA AVE S            ,COTTAGE GROVE       ,MN   ,55016        ,Troy Malmer                   ,6517346268     ,GFO10110       ,HandPie Chicken Pot Pie       ,Clara   ,44        ,FROZEN FOODS        ,="12"     ,6 oz      ,105.6      ,4
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033732,VERSA VEND VENDING - ST CLOUD ,VEND          ,          ,6520 GALAXY RD                ,SAINT CLOUD         ,MN   ,56301        ,MARK LIESER                   ,3202515678     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,39.6       ,2
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033732,VERSA VEND VENDING - ST CLOUD ,VEND          ,          ,6520 GALAXY RD                ,SAINT CLOUD         ,MN   ,56301        ,MARK LIESER                   ,3202515678     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,39.6       ,2
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10002231,CANTEEN/ST PAUL/5452          ,VEND          ,          ,700 24TH AVE SE               ,MINNEAPOLIS         ,MN   ,55414-2604   ,Rick Leistico                 ,6514880515     ,GFO12022       ,Bagel Dog Jalapeno Cheddar    ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,1980       ,100
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10131256,UP NORTH PLASTICS USG         ,VEND          ,          ,9480 JAMAICA AVE S            ,COTTAGE GROVE       ,MN   ,55016        ,Troy Malmer                   ,6517346268     ,GFO12022       ,Bagel Dog Jalapeno Cheddar    ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10033783,BREAKTIME BEVERAGE INC     USG,VEND          ,          ,7900 COMPUTER AVE S           ,BLOOMINGTON         ,MN   ,55435        ,Brian Clemens                 ,6512105870     ,GOF10130       ,HandPie Spinach & 4 Cheese    ,Clara   ,44        ,FROZEN FOODS        ,="12"     ,6 oz      ,52.8       ,2
