    301645 ,20241101                      ,TO  ,20241130                      ,              ,                              ,              ,          ,                              ,                    ,     ,             ,                              ,               ,               ,                              ,        ,          ,                    ,          ,          ,           ,
Supplier ID,Supplier Desc                 ,OPCO,OPCO Desc                     ,Customer ID   ,Customer Desc                 ,Market Segment,Address   ,Street                        ,City                ,State,Zip Code     ,Sales Contact                 ,Sales Contact #,Item ID        ,Item Description              ,Brand   ,Item Class,Item Class Desc     ,Pack      ,Size      ,Cost       ,Qty Shp
    301645 ,GALANT FOOD                   ,BV  ,Vistar Minnesota              ,      10396529,JOHN ZITEK VENDING MPLS RSA   ,VEND          ,          ,100 S 1ST ST                  ,MINNEAPOLIS         ,MN   ,55401-2037   ,John Zitek                    ,6127039998     ,GFO20001       ,Sandwich Breakfast Turkey     ,Clara's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,57.6       ,2
    301645 ,GALANT FOOD                   ,CR  ,Vistar Carolina               ,99999999999999,Non Reporting Customer        ,VEND          ,XXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXX,XX   ,999999999    ,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,9999999999     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10006826,DAN'S VENDING SERVICE/USG     ,VEND          ,          ,64 SAYTON ROAD                ,FOX LAKE            ,IL   ,60020-1756   ,Brad Kupsche                  ,8473444446     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10388714,CANTEEN ANTHONY WAYNE 1437    ,OCS           ,          ,530 WOLFE DR                  ,FORT WAYNE          ,IN   ,46825-5253   ,Mike Slusser                  ,2604827475     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,99         ,5
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10396746,VISTAR WISCONSIN              ,VEND          ,          ,N173W21441NW PASSAGE WAY      ,JACKSON             ,WI   ,53037        ,Steve Ports                   ,2626774080     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,39.6       ,2
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10428680,SUPER G                       ,VEND          ,          ,920 RIDGE AVE                 ,LOMBARD             ,IL   ,60148        ,Giovanni Francese             ,7083415785     ,GFO12001       ,Bagel Dog Bf Frnk W/ Ppy Sd   ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,39.6       ,2
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10006826,DAN'S VENDING SERVICE/USG     ,VEND          ,          ,64 SAYTON ROAD                ,FOX LAKE            ,IL   ,60020-1756   ,Brad Kupsche                  ,8473444446     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10388714,CANTEEN ANTHONY WAYNE 1437    ,OCS           ,          ,530 WOLFE DR                  ,FORT WAYNE          ,IN   ,46825-5253   ,Mike Slusser                  ,2604827475     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,99         ,5
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10428680,SUPER G                       ,VEND          ,          ,920 RIDGE AVE                 ,LOMBARD             ,IL   ,60148        ,Giovanni Francese             ,7083415785     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,      10487650,SDX INREACH CHICAGO NORTH COMM,VEND          ,          ,1151 1151 ROHLWING RD         ,ROLLING MEADOWS     ,IL   ,60008        ,Jess Adams                    ,6308857029     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,118.8      ,6
    301645 ,GALANT FOOD                   ,IL  ,Vistar Illinois               ,99999999999999,Non Reporting Customer        ,VEND          ,XXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXX,XX   ,999999999    ,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,9999999999     ,GFO12021       ,Bagel Dog Polish Sausage      ,Benny's ,44        ,FROZEN FOODS        ,="12"     ,5 oz      ,19.8       ,1
